Timestamp,Power (kW),Temp (C°)
1/4/2010 15:00,271.9,12.2
1/4/2010 15:15,272.8,13.3
1/4/2010 15:30,271.0,13.3
1/4/2010 15:45,271.9,13.3
1/4/2010 16:00,277.7,13.3
1/4/2010 16:15,267.8,13.9
1/4/2010 16:30,266.1,13.9
1/4/2010 16:45,269.5,13.9
1/4/2010 17:00,279.1,13.9
1/4/2010 17:15,312.1,12.2
1/4/2010 17:30,314.1,12.2
1/4/2010 17:45,309.7,12.2
1/4/2010 18:00,310.2,12.2
1/4/2010 18:15,302.1,10.6
1/4/2010 18:30,301.4,10.6
1/4/2010 18:45,304.5,10.6
1/4/2010 19:00,305.6,10.6
1/4/2010 19:15,312.9,9.4
1/4/2010 19:30,306.0,9.4
1/4/2010 19:45,308.3,9.4
1/4/2010 20:00,305.1,9.4
1/4/2010 20:15,296.7,9.4
1/4/2010 20:30,299.9,9.4
1/4/2010 20:45,298.2,9.4
1/4/2010 21:00,300.2,9.4
1/4/2010 21:15,300.4,8.9
1/4/2010 21:30,283.8,8.9
1/4/2010 21:45,277.6,8.9
1/4/2010 22:00,286.2,8.9
1/4/2010 22:15,288.7,8.3
1/4/2010 22:30,293.2,8.3
1/4/2010 22:45,288.2,8.3
1/4/2010 23:00,286.5,8.3
1/4/2010 23:15,191.9,6.7
1/4/2010 23:30,198.2,6.7
1/4/2010 23:45,170.3,6.7
1/5/2010 0:00,162.5,6.7
1/5/2010 0:15,160.2,6.7
1/5/2010 0:30,146.1,6.7
1/5/2010 0:45,159.8,6.7
1/5/2010 1:00,165.4,6.7
1/5/2010 1:15,154.7,6.1
1/5/2010 1:30,156.3,6.1
1/5/2010 1:45,154.1,6.1
1/5/2010 2:00,160.8,6.1
1/5/2010 2:15,157.0,5.6
1/5/2010 2:30,155.9,5.6
1/5/2010 2:45,161.3,5.6
1/5/2010 3:00,161.0,5.6
1/5/2010 3:15,153.8,5.6
1/5/2010 3:30,143.3,5.6
1/5/2010 3:45,154.8,5.6
1/5/2010 4:00,163.6,5.6
1/5/2010 4:15,161.8,5.0
1/5/2010 4:30,160.7,5.0
1/5/2010 4:45,160.6,5.0
1/5/2010 5:00,157.2,5.0
1/5/2010 5:15,154.1,4.4
1/5/2010 5:30,162.3,4.4
1/5/2010 5:45,161.4,4.4
1/5/2010 6:00,156.6,4.4
1/5/2010 6:15,161.7,5.0
1/5/2010 6:30,164.4,5.0
1/5/2010 6:45,178.8,5.0
1/5/2010 7:00,184.2,5.0
1/5/2010 7:15,178.9,5.6
1/5/2010 7:30,184.6,5.6
1/5/2010 7:45,174.9,5.6
1/5/2010 8:00,180.3,5.6
1/5/2010 8:15,272.6,6.7
1/5/2010 8:30,263.5,6.7
1/5/2010 8:45,257.3,6.7
1/5/2010 9:00,262.8,6.7
1/5/2010 9:15,269.4,8.9
1/5/2010 9:30,266.7,8.9
1/5/2010 9:45,262.9,8.9
1/5/2010 10:00,265.7,8.9
1/5/2010 10:15,263.7,10.0
1/5/2010 10:30,269.7,10.0
1/5/2010 10:45,265.9,10.0
1/5/2010 11:00,274.2,10.0
1/5/2010 11:15,273.6,10.6
1/5/2010 11:30,268.6,10.6
1/5/2010 11:45,268.4,10.6
1/5/2010 12:00,265.5,10.6
1/5/2010 12:15,269.2,11.7
1/5/2010 12:30,271.1,11.7
1/5/2010 12:45,273.5,11.7
1/5/2010 13:00,277.8,11.7
1/5/2010 13:15,270.9,13.9
1/5/2010 13:30,273.0,13.9
1/5/2010 13:45,269.8,13.9
1/5/2010 14:00,274.5,13.9
1/5/2010 14:15,267.4,14.4
1/5/2010 14:30,273.3,14.4
1/5/2010 14:45,264.5,14.4
1/5/2010 15:00,265.5,14.4
1/5/2010 15:15,267.1,13.3
1/5/2010 15:30,272.7,13.3
1/5/2010 15:45,268.4,13.3
1/5/2010 16:00,271.0,13.3
1/5/2010 16:15,268.6,14.4
1/5/2010 16:30,266.1,14.4
1/5/2010 16:45,270.9,14.4
1/5/2010 17:00,279.3,14.4
1/5/2010 17:15,312.1,11.1
1/5/2010 17:30,308.1,11.1
1/5/2010 17:45,305.1,11.1
1/5/2010 18:00,302.3,11.1
1/5/2010 18:15,305.0,10.6
1/5/2010 18:30,305.9,10.6
1/5/2010 18:45,298.4,10.6
1/5/2010 19:00,304.0,10.6
1/5/2010 19:15,309.3,10.6
1/5/2010 19:30,302.2,10.6
1/5/2010 19:45,302.2,10.6
1/5/2010 20:00,311.6,10.6
1/5/2010 20:15,308.7,10.6
1/5/2010 20:30,305.6,10.6
1/5/2010 20:45,303.5,10.6
1/5/2010 21:00,303.0,10.6
1/5/2010 21:15,300.4,10.0
1/5/2010 21:30,299.3,10.0
1/5/2010 21:45,299.8,10.0
1/5/2010 22:00,287.9,10.0
1/5/2010 22:15,288.7,9.4
1/5/2010 22:30,291.7,9.4
1/5/2010 22:45,290.3,9.4
1/5/2010 23:00,288.6,9.4
1/5/2010 23:15,193.7,8.3
1/5/2010 23:30,198.5,8.3
1/5/2010 23:45,167.3,8.3
1/6/2010 0:00,162.3,8.3
1/6/2010 0:15,160.2,8.3
1/6/2010 0:30,148.8,8.3
1/6/2010 0:45,154.0,8.3
1/6/2010 1:00,164.0,8.3
1/6/2010 1:15,168.6,7.2
1/6/2010 1:30,153.6,7.2
1/6/2010 1:45,148.7,7.2
1/6/2010 2:00,159.4,7.2
1/6/2010 2:15,151.4,7.2
1/6/2010 2:30,155.0,7.2
1/6/2010 2:45,154.7,7.2
1/6/2010 3:00,158.6,7.2
1/6/2010 3:15,156.2,6.7
1/6/2010 3:30,149.8,6.7
1/6/2010 3:45,155.3,6.7
1/6/2010 4:00,159.4,6.7
1/6/2010 4:15,160.1,5.6
1/6/2010 4:30,155.2,5.6
1/6/2010 4:45,161.5,5.6
1/6/2010 5:00,159.8,5.6
1/6/2010 5:15,157.4,6.1
1/6/2010 5:30,161.1,6.1
1/6/2010 5:45,162.0,6.1
1/6/2010 6:00,160.0,6.1
1/6/2010 6:15,163.4,6.1
1/6/2010 6:30,166.2,6.1
1/6/2010 6:45,170.5,6.1
1/6/2010 7:00,175.0,6.1
1/6/2010 7:15,184.7,6.7
1/6/2010 7:30,198.3,6.7
1/6/2010 7:45,181.2,6.7
1/6/2010 8:00,192.8,6.7
1/6/2010 8:15,274.0,6.7
1/6/2010 8:30,269.9,6.7
1/6/2010 8:45,258.8,6.7
1/6/2010 9:00,261.8,6.7
1/6/2010 9:15,268.8,8.3
1/6/2010 9:30,264.5,8.3
1/6/2010 9:45,268.5,8.3
1/6/2010 10:00,266.6,8.3
1/6/2010 10:15,261.6,10.0
1/6/2010 10:30,269.2,10.0
1/6/2010 10:45,256.9,10.0
1/6/2010 11:00,260.2,10.0
1/6/2010 11:15,269.4,11.1
1/6/2010 11:30,269.5,11.1
1/6/2010 11:45,267.9,11.1
1/6/2010 12:00,266.6,11.1
1/6/2010 12:15,272.3,11.7
1/6/2010 12:30,271.9,11.7
1/6/2010 12:45,265.1,11.7
1/6/2010 13:00,257.4,11.7
1/6/2010 13:15,260.7,13.3
1/6/2010 13:30,261.0,13.3
1/6/2010 13:45,265.4,13.3
1/6/2010 14:00,274.3,13.3
1/6/2010 14:15,273.9,15.6
1/6/2010 14:30,265.8,15.6
1/6/2010 14:45,269.7,15.6
1/6/2010 15:00,264.4,15.6
1/6/2010 15:15,271.3,13.3
1/6/2010 15:30,267.3,13.3
1/6/2010 15:45,258.4,13.3
1/6/2010 16:00,265.7,13.3
1/6/2010 16:15,272.1,12.2
1/6/2010 16:30,268.7,12.2
1/6/2010 16:45,266.7,12.2
1/6/2010 17:00,272.3,12.2
1/6/2010 17:15,308.3,11.7
1/6/2010 17:30,310.2,11.7
1/6/2010 17:45,308.3,11.7
1/6/2010 18:00,310.1,11.7
1/6/2010 18:15,309.3,11.7
1/6/2010 18:30,303.7,11.7
1/6/2010 18:45,303.0,11.7
1/6/2010 19:00,304.4,11.7
1/6/2010 19:15,313.9,10.0
1/6/2010 19:30,307.8,10.0
1/6/2010 19:45,310.6,10.0
1/6/2010 20:00,301.8,10.0
1/6/2010 20:15,308.0,10.0
1/6/2010 20:30,304.7,10.0
1/6/2010 20:45,305.8,10.0
1/6/2010 21:00,309.5,10.0
1/6/2010 21:15,305.5,10.0
1/6/2010 21:30,303.7,10.0
1/6/2010 21:45,302.5,10.0
1/6/2010 22:00,293.2,10.0
1/6/2010 22:15,284.6,9.4
1/6/2010 22:30,286.5,9.4
1/6/2010 22:45,283.0,9.4
1/6/2010 23:00,283.2,9.4
1/6/2010 23:15,187.2,8.9
1/6/2010 23:30,194.6,8.9
1/6/2010 23:45,156.2,8.9
1/7/2010 0:00,161.1,8.9
1/7/2010 0:15,155.5,7.8
1/7/2010 0:30,155.0,7.8
1/7/2010 0:45,153.2,7.8
1/7/2010 1:00,159.6,7.8
1/7/2010 1:15,164.4,7.8
1/7/2010 1:30,151.6,7.8
1/7/2010 1:45,143.0,7.8
1/7/2010 2:00,147.9,7.8
1/7/2010 2:15,155.2,6.7
1/7/2010 2:30,157.7,6.7
1/7/2010 2:45,152.9,6.7
1/7/2010 3:00,158.5,6.7
1/7/2010 3:15,146.4,6.7
1/7/2010 3:30,145.2,6.7
1/7/2010 3:45,156.3,6.7
1/7/2010 4:00,154.7,6.7
1/7/2010 4:15,159.3,6.7
1/7/2010 4:30,159.2,6.7
1/7/2010 4:45,160.4,6.7
1/7/2010 5:00,157.6,6.7
1/7/2010 5:15,153.8,6.1
1/7/2010 5:30,152.7,6.1
1/7/2010 5:45,158.6,6.1
1/7/2010 6:00,155.5,6.1
1/7/2010 6:15,153.8,6.1
1/7/2010 6:30,163.4,6.1
1/7/2010 6:45,168.4,6.1
1/7/2010 7:00,168.0,6.1
1/7/2010 7:15,184.1,6.1
1/7/2010 7:30,193.5,6.1
1/7/2010 7:45,172.9,6.1
1/7/2010 8:00,182.9,6.1
1/7/2010 8:15,275.5,6.7
1/7/2010 8:30,265.7,6.7
1/7/2010 8:45,259.1,6.7
1/7/2010 9:00,262.5,6.7
1/7/2010 9:15,265.5,8.3
1/7/2010 9:30,258.0,8.3
1/7/2010 9:45,261.1,8.3
1/7/2010 10:00,268.9,8.3
1/7/2010 10:15,259.0,9.4
1/7/2010 10:30,256.4,9.4
1/7/2010 10:45,264.4,9.4
1/7/2010 11:00,268.2,9.4
1/7/2010 11:15,275.9,11.1
1/7/2010 11:30,270.9,11.1
1/7/2010 11:45,268.6,11.1
1/7/2010 12:00,264.5,11.1
1/7/2010 12:15,263.5,12.2
1/7/2010 12:30,270.2,12.2
1/7/2010 12:45,269.6,12.2
1/7/2010 13:00,274.1,12.2
1/7/2010 13:15,274.3,12.2
1/7/2010 13:30,270.8,12.2
1/7/2010 13:45,274.5,12.2
1/7/2010 14:00,274.9,12.2
1/7/2010 14:15,273.7,13.3
1/7/2010 14:30,276.2,13.3
1/7/2010 14:45,266.0,13.3
1/7/2010 15:00,270.8,13.3
1/7/2010 15:15,270.8,12.2
1/7/2010 15:30,265.7,12.2
1/7/2010 15:45,270.9,12.2
1/7/2010 16:00,266.7,12.2
1/7/2010 16:15,271.3,11.1
1/7/2010 16:30,268.3,11.1
1/7/2010 16:45,267.3,11.1
1/7/2010 17:00,276.5,11.1
1/7/2010 17:15,311.1,11.7
1/7/2010 17:30,310.5,11.7
1/7/2010 17:45,313.6,11.7
1/7/2010 18:00,308.9,11.7
1/7/2010 18:15,308.5,10.6
1/7/2010 18:30,308.1,10.6
1/7/2010 18:45,304.5,10.6
1/7/2010 19:00,302.4,10.6
1/7/2010 19:15,309.7,10.0
1/7/2010 19:30,306.4,10.0
1/7/2010 19:45,303.1,10.0
1/7/2010 20:00,301.2,10.0
1/7/2010 20:15,305.8,10.0
1/7/2010 20:30,300.5,10.0
1/7/2010 20:45,298.1,10.0
1/7/2010 21:00,304.0,10.0
1/7/2010 21:15,302.7,10.0
1/7/2010 21:30,299.0,10.0
1/7/2010 21:45,301.2,10.0
1/7/2010 22:00,302.5,10.0
1/7/2010 22:15,287.9,9.4
1/7/2010 22:30,286.4,9.4
1/7/2010 22:45,284.6,9.4
1/7/2010 23:00,287.1,9.4
1/7/2010 23:15,194.4,8.3
1/7/2010 23:30,202.0,8.3
1/7/2010 23:45,167.0,8.3
1/8/2010 0:00,164.6,8.3
1/8/2010 0:15,161.4,7.8
1/8/2010 0:30,156.2,7.8
1/8/2010 0:45,162.8,7.8
1/8/2010 1:00,161.8,7.8
1/8/2010 1:15,166.0,8.9
1/8/2010 1:30,153.5,8.9
1/8/2010 1:45,157.0,8.9
1/8/2010 2:00,162.6,8.9
1/8/2010 2:15,159.1,7.2
1/8/2010 2:30,167.3,7.2
1/8/2010 2:45,161.6,7.2
1/8/2010 3:00,162.3,7.2
1/8/2010 3:15,155.0,8.3
1/8/2010 3:30,152.0,8.3
1/8/2010 3:45,161.7,8.3
1/8/2010 4:00,160.3,8.3
1/8/2010 4:15,155.9,7.8
1/8/2010 4:30,160.3,7.8
1/8/2010 4:45,161.3,7.8
1/8/2010 5:00,159.1,7.8
1/8/2010 5:15,164.8,8.3
1/8/2010 5:30,167.0,8.3
1/8/2010 5:45,170.9,8.3
1/8/2010 6:00,170.4,8.3
1/8/2010 6:15,173.8,8.9
1/8/2010 6:30,178.8,8.9
1/8/2010 6:45,172.0,8.9
1/8/2010 7:00,168.1,8.9
1/8/2010 7:15,177.1,8.3
1/8/2010 7:30,180.6,8.3
1/8/2010 7:45,185.5,8.3
1/8/2010 8:00,172.6,8.3
1/8/2010 8:15,258.1,8.3
1/8/2010 8:30,267.0,8.3
1/8/2010 8:45,265.9,8.3
1/8/2010 9:00,262.4,8.3
1/8/2010 9:15,269.3,10.0
1/8/2010 9:30,264.2,10.0
1/8/2010 9:45,263.1,10.0
1/8/2010 10:00,265.0,10.0
1/8/2010 10:15,259.6,10.0
1/8/2010 10:30,262.9,10.0
1/8/2010 10:45,270.5,10.0
1/8/2010 11:00,267.2,10.0
1/8/2010 11:15,268.9,10.6
1/8/2010 11:30,266.7,10.6
1/8/2010 11:45,268.5,10.6
1/8/2010 12:00,271.7,10.6
1/8/2010 12:15,271.5,11.1
1/8/2010 12:30,274.8,11.1
1/8/2010 12:45,272.3,11.1
1/8/2010 13:00,269.7,11.1
1/8/2010 13:15,271.3,11.1
1/8/2010 13:30,270.6,11.1
1/8/2010 13:45,274.4,11.1
1/8/2010 14:00,275.5,11.1
1/8/2010 14:15,269.6,14.4
1/8/2010 14:30,266.4,14.4
1/8/2010 14:45,264.2,14.4
1/8/2010 15:00,266.6,14.4
1/8/2010 15:15,270.1,12.8
1/8/2010 15:30,270.1,12.8
1/8/2010 15:45,274.5,12.8
1/8/2010 16:00,275.4,12.8
1/8/2010 16:15,271.3,12.8
1/8/2010 16:30,271.8,12.8
